simulation,treatment,run_id,seed,peak_pss_index,allocation_index,gc_p99_index,fault_rate_index,input_p99_index,controller_cpu_index
true,G1I0R0C1,26,20260829,90.5536,100.3880,69.1865,102.1017,79.1466,1.0556
true,G1I0R0C1,27,20260829,93.0160,101.3838,68.7784,91.1048,80.9009,1.0580
true,G1I0R0C1,28,20260829,93.7447,101.8297,67.4776,95.9920,84.2288,1.0857
true,G1I0R0C1,29,20260829,92.6488,96.7893,67.0220,105.4377,83.2598,1.1347
true,G1I0R0C1,30,20260829,90.7180,99.8372,68.2020,90.4285,81.7322,1.0444
true,G1I0R1C0,1,20260829,83.7188,103.7985,73.3370,155.4255,92.6230,0.3325
true,G1I0R1C0,2,20260829,84.1047,98.3236,73.1971,155.2789,94.7054,0.4287
true,G1I0R1C0,3,20260829,85.1991,99.3660,75.4514,162.5155,93.8395,0.3510
true,G1I0R1C0,4,20260829,83.8410,101.7853,72.8992,167.3902,93.0605,0.3218
true,G1I0R1C0,5,20260829,85.7153,97.8776,77.4196,161.6914,92.9366,0.2750
true,G1I0R1C0,6,20260829,86.9302,101.2182,75.4775,161.6093,94.7912,0.2364
true,G1I0R1C0,7,20260829,85.3150,95.8767,73.4620,161.7466,93.1199,0.2648
true,G1I0R1C0,8,20260829,89.7225,98.8075,74.1016,159.8355,94.2097,0.3975
true,G1I0R1C0,9,20260829,83.9993,100.3164,74.3361,176.6145,91.7389,0.3418
true,G1I0R1C0,10,20260829,87.0679,99.2131,71.9495,156.1513,94.8864,0.2628
true,G1I0R1C0,11,20260829,85.2249,100.0992,70.3260,164.7066,95.1595,0.3129
true,G1I0R1C0,12,20260829,86.5901,100.0686,80.6848,165.5097,97.8890,0.4424
true,G1I0R1C0,13,20260829,87.9984,98.9784,71.1390,170.8450,96.7737,0.2211
true,G1I0R1C0,14,20260829,89.7971,96.8251,78.7447,164.0254,91.4318,0.1714
true,G1I0R1C0,15,20260829,85.0402,102.0322,73.9309,166.8987,97.6328,0.2818
true,G1I0R1C0,16,20260829,86.1048,100.5269,73.2570,165.2430,87.9257,0.3900
true,G1I0R1C0,17,20260829,84.8600,99.9345,69.9779,174.1938,89.8374,0.2865
true,G1I0R1C0,18,20260829,85.0342,96.8271,73.7163,157.9989,92.2073,0.4807
true,G1I0R1C0,19,20260829,79.1414,98.3372,77.9500,158.7993,95.2478,0.2603
true,G1I0R1C0,20,20260829,88.2800,99.9529,78.6422,175.4025,90.3737,0.1840
true,G1I0R1C0,21,20260829,86.5732,100.3829,76.3054,166.2265,94.0201,0.3879
true,G1I0R1C0,22,20260829,82.6782,99.3329,76.3940,146.6684,90.7682,0.2497
true,G1I0R1C0,23,20260829,87.1963,99.0616,71.6045,149.1755,97.8554,0.2339
true,G1I0R1C0,24,20260829,87.6944,100.8538,78.2635,161.2061,94.8884,0.2559
true,G1I0R1C0,25,20260829,87.3450,102.3389,72.8956,166.4208,96.3092,0.3411
true,G1I0R1C0,26,20260829,87.1585,103.9057,78.4802,158.5307,93.8397,0.4408
true,G1I0R1C0,27,20260829,84.7520,96.2673,74.1752,159.8905,99.2623,0.2201
true,G1I0R1C0,28,20260829,88.1022,105.6154,69.7369,161.3953,93.3086,0.2399
true,G1I0R1C0,29,20260829,83.3207,104.2092,70.7727,159.7579,92.7734,0.3068
true,G1I0R1C0,30,20260829,87.2954,101.7636,76.0858,158.9310,89.4775,0.3052
true,G1I0R1C1,1,20260829,83.6552,99.6237,69.7052,127.9416,83.8921,1.3025
true,G1I0R1C1,2,20260829,86.1425,105.1866,69.3664,133.0014,86.6800,1.2483
true,G1I0R1C1,3,20260829,82.4037,97.7437,68.9691,121.1646,83.8269,1.2574
true,G1I0R1C1,4,20260829,81.9672,97.0000,66.4669,119.5258,86.4310,1.2504
true,G1I0R1C1,5,20260829,81.3331,99.6707,69.9071,135.4325,84.7393,1.3190
true,G1I0R1C1,6,20260829,85.8848,100.4508,66.5217,120.7190,87.0033,1.2001
true,G1I0R1C1,7,20260829,85.5637,104.4588,65.3449,128.7232,84.8364,1.3480
true,G1I0R1C1,8,20260829,83.8765,102.2701,73.3063,114.6486,83.8219,1.2806
true,G1I0R1C1,9,20260829,88.0968,101.6641,67.8091,126.0306,85.5085,1.2739
true,G1I0R1C1,10,20260829,84.7884,100.4685,66.3394,133.6193,80.1811,1.1928
true,G1I0R1C1,11,20260829,85.3791,101.9289,67.2824,121.1588,84.6509,1.3527
true,G1I0R1C1,12,20260829,85.1996,100.9940,64.2348,130.4003,88.6949,1.3162
true,G1I0R1C1,13,20260829,83.8891,101.7771,69.9231,136.7798,88.6333,1.2804
true,G1I0R1C1,14,20260829,85.7344,98.1657,70.4161,130.8275,82.2419,1.3599
true,G1I0R1C1,15,20260829,82.5530,97.5777,68.4556,117.8875,88.1737,1.3785
true,G1I0R1C1,16,20260829,82.0052,97.8646,67.3220,128.1994,86.7611,1.3089
true,G1I0R1C1,17,20260829,88.5331,106.0040,69.8134,117.1212,83.0261,1.3151
true,G1I0R1C1,18,20260829,88.2296,98.9948,68.8634,129.8945,90.9028,1.2135
true,G1I0R1C1,19,20260829,85.9283,98.4880,71.8178,134.7685,84.6343,1.2693
true,G1I0R1C1,20,20260829,86.0245,102.0020,63.7919,120.9694,82.8856,1.4130
true,G1I0R1C1,21,20260829,80.5083,100.0491,68.1619,128.3605,89.9221,1.2620
true,G1I0R1C1,22,20260829,84.5347,98.6124,66.2934,127.5267,87.6601,1.2718
true,G1I0R1C1,23,20260829,84.5146,97.4597,66.3600,134.6298,90.5296,1.3418
true,G1I0R1C1,24,20260829,82.4869,102.7450,69.2437,119.5990,85.1193,1.2346
true,G1I0R1C1,25,20260829,80.4290,100.8880,68.4978,127.3789,87.1353,1.3661
true,G1I0R1C1,26,20260829,87.7376,100.0275,67.3174,118.8013,84.8482,1.2559
true,G1I0R1C1,27,20260829,81.8698,100.2687,68.9668,125.3709,84.5761,1.3145
true,G1I0R1C1,28,20260829,80.9627,96.3815,69.7726,118.6570,86.1252,1.3086
true,G1I0R1C1,29,20260829,83.1140,100.4650,68.6396,138.1369,85.8207,1.3285
true,G1I0R1C1,30,20260829,83.3261,100.7938,74.4968,138.9854,86.6007,1.2869
true,G1I1R0C0,1,20260829,87.0921,73.9017,70.6578,102.2908,88.1282,0.1841
true,G1I1R0C0,2,20260829,84.3037,72.5298,70.6500,103.7619,86.4041,0.2448
true,G1I1R0C0,3,20260829,89.4164,78.6711,71.6665,98.6024,84.3595,0.2593
true,G1I1R0C0,4,20260829,89.6594,74.2299,71.9244,102.6005,85.3444,0.0000
true,G1I1R0C0,5,20260829,85.8441,69.5782,72.8848,114.2661,83.4812,0.1874
true,G1I1R0C0,6,20260829,83.7518,69.5982,67.3046,98.0123,89.3609,0.2135
true,G1I1R0C0,7,20260829,85.6160,75.0917,73.6875,104.2261,86.1277,0.2229
true,G1I1R0C0,8,20260829,86.3832,68.9184,75.6786,97.5632,89.0865,0.1543
true,G1I1R0C0,9,20260829,87.5680,69.8560,73.4746,101.8244,87.2649,0.1406
true,G1I1R0C0,10,20260829,86.8259,68.4947,69.8051,96.1891,86.5257,0.1540
true,G1I1R0C0,11,20260829,85.6767,67.8856,70.1422,103.1276,89.0025,0.3237
true,G1I1R0C0,12,20260829,85.4211,75.6201,71.6722,102.4649,89.8141,0.1760
true,G1I1R0C0,13,20260829,87.8893,72.0158,69.6244,102.1912,85.7844,0.0719
true,G1I1R0C0,14,20260829,85.5158,78.4271,74.3338,96.0660,85.6243,0.2175
true,G1I1R0C0,15,20260829,87.8087,69.1447,70.5151,103.2215,87.8139,0.1649
true,G1I1R0C0,16,20260829,86.9377,71.9438,70.4521,93.0238,87.4411,0.2522
true,G1I1R0C0,17,20260829,88.3399,73.4799,69.8038,102.2356,83.3284,0.2313
true,G1I1R0C0,18,20260829,85.7076,73.6726,73.0781,105.4800,86.2230,0.1460
true,G1I1R0C0,19,20260829,86.9889,74.0677,69.0772,91.7237,90.5624,0.2960
true,G1I1R0C0,20,20260829,82.7258,71.9867,74.5360,102.6892,85.7829,0.2463
true,G1I1R0C0,21,20260829,83.8240,73.2289,68.4470,111.8184,86.8129,0.1714
true,G1I1R0C0,22,20260829,90.7798,72.7809,70.0892,94.4280,88.9276,0.3895
true,G1I1R0C0,23,20260829,86.1379,73.6874,74.7927,90.4229,84.4714,0.2805
true,G1I1R0C0,24,20260829,86.4967,72.3654,73.3495,102.1108,86.0353,0.3931
true,G1I1R0C0,25,20260829,87.2588,73.2765,71.3609,85.5067,81.6239,0.3000
true,G1I1R0C0,26,20260829,86.0573,65.4680,72.2492,86.6344,89.8448,0.1292
true,G1I1R0C0,27,20260829,83.3665,71.5316,65.3905,101.8382,86.9891,0.0502
true,G1I1R0C0,28,20260829,87.9178,69.8096,70.3864,89.0436,88.5679,0.2860
true,G1I1R0C0,29,20260829,87.1429,71.6223,70.8041,100.0538,85.2032,0.1914
true,G1I1R0C0,30,20260829,86.9866,75.6488,67.5328,95.9203,87.6672,0.0526
true,G1I1R0C1,1,20260829,85.9792,69.2352,61.2572,100.9332,75.6263,1.3883
true,G1I1R0C1,2,20260829,86.1701,72.2590,68.3225,92.0219,79.6093,1.1752
true,G1I1R0C1,3,20260829,81.5312,70.0522,62.6383,108.2051,80.7370,1.2257
true,G1I1R0C1,4,20260829,90.1025,71.2061,60.7643,114.1846,79.6878,1.2445
true,G1I1R0C1,5,20260829,83.4727,72.8314,64.5716,104.7104,81.9415,1.2725
true,G1I1R0C1,6,20260829,85.3822,73.4144,64.7315,103.4446,77.6389,1.3002
true,G1I1R0C1,7,20260829,83.1091,73.7015,63.5155,93.4313,82.4039,1.2845
true,G1I1R0C1,8,20260829,81.7081,69.5873,64.8746,96.2204,83.8444,0.9936
true,G1I1R0C1,9,20260829,84.1542,72.8598,61.5995,100.1039,77.0715,1.2436
true,G1I1R0C1,10,20260829,83.2863,69.1726,67.5078,104.7426,77.7446,1.3228
true,G1I1R0C1,11,20260829,82.6857,69.0510,67.8634,85.6702,80.4522,1.0561
true,G1I1R0C1,12,20260829,86.4742,73.9202,62.4689,99.2511,79.3729,1.1123
true,G1I1R0C1,13,20260829,89.1548,72.1188,60.2088,106.7751,81.2723,1.1859
true,G1I1R0C1,14,20260829,83.1117,71.4165,67.6081,108.1026,82.2371,1.0586
true,G1I1R0C1,15,20260829,88.0133,70.2215,64.3690,97.8584,80.6851,1.0850
true,G1I1R0C1,16,20260829,83.9797,75.8895,66.0002,86.8733,79.8263,0.9348
true,G1I1R0C1,17,20260829,81.0172,74.8943,60.3902,105.8794,80.4347,1.2716
true,G1I1R0C1,18,20260829,87.3354,76.1713,65.6304,102.5382,81.6591,1.2742
true,G1I1R0C1,19,20260829,86.9802,69.1407,65.8922,97.3824,81.3882,1.1955
true,G1I1R0C1,20,20260829,83.4565,71.3587,60.7925,98.2270,78.5785,1.2532
true,G1I1R0C1,21,20260829,83.8575,71.9265,60.1341,94.1113,80.8913,1.1809
true,G1I1R0C1,22,20260829,83.2006,71.5779,61.6247,99.5718,78.8274,1.1785
true,G1I1R0C1,23,20260829,85.0529,71.4526,61.6642,91.6340,80.7123,1.2383
true,G1I1R0C1,24,20260829,85.3374,74.4715,62.7400,110.9677,78.8978,1.1977
true,G1I1R0C1,25,20260829,85.5099,73.5715,66.1993,106.5499,83.5343,1.2288
true,G1I1R0C1,26,20260829,87.7703,72.7603,62.2328,101.9718,79.5712,1.2615
true,G1I1R0C1,27,20260829,84.6280,74.1623,68.0514,92.3849,80.6772,1.1240
true,G1I1R0C1,28,20260829,81.7509,73.9181,64.0984,97.2490,78.0878,1.2300
true,G1I1R0C1,29,20260829,81.8429,73.3990,68.6880,107.9787,77.3684,1.3317
true,G1I1R0C1,30,20260829,83.2009,70.9330,62.7871,101.5731,77.3965,1.2248
true,G1I1R1C0,1,20260829,79.2531,73.3723,73.7346,168.3461,92.3758,0.3968
true,G1I1R1C0,2,20260829,79.9795,72.2754,71.4008,170.4886,93.6138,0.4059
true,G1I1R1C0,3,20260829,78.9794,72.7671,69.2606,157.9199,86.2791,0.4617
true,G1I1R1C0,4,20260829,79.8563,74.8063,72.1746,170.2038,87.4839,0.3599
true,G1I1R1C0,5,20260829,78.1235,68.4965,71.1782,159.4831,92.0668,0.4367
true,G1I1R1C0,6,20260829,82.9758,68.3435,72.9766,154.5402,89.4938,0.3255
true,G1I1R1C0,7,20260829,79.7793,71.2769,71.7605,155.7598,88.4153,0.5113
true,G1I1R1C0,8,20260829,80.9314,69.9581,71.9838,157.5852,89.0843,0.4465
true,G1I1R1C0,9,20260829,77.8600,75.5412,72.2385,168.0746,87.9659,0.3679
true,G1I1R1C0,10,20260829,79.9264,66.3660,69.8806,143.7611,90.1500,0.3396
true,G1I1R1C0,11,20260829,80.7093,72.2100,73.8382,166.2511,89.2380,0.2551
true,G1I1R1C0,12,20260829,82.5852,67.3055,71.6666,158.7523,86.4651,0.4615
true,G1I1R1C0,13,20260829,79.7037,65.0098,67.6132,161.0451,91.6562,0.5508
true,G1I1R1C0,14,20260829,80.3593,71.8544,70.8361,160.5133,90.4022,0.3833
true,G1I1R1C0,15,20260829,78.5455,73.2224,69.5056,165.0341,90.5561,0.3865
true,G1I1R1C0,16,20260829,80.3148,74.5271,74.0887,160.6410,95.3888,0.4277
true,G1I1R1C0,17,20260829,74.5246,69.4564,72.0145,165.5574,90.4995,0.4355
true,G1I1R1C0,18,20260829,78.8136,74.0959,72.5911,149.0490,94.3241,0.5088
true,G1I1R1C0,19,20260829,81.3747,69.1982,71.2656,160.7972,92.4361,0.3713
true,G1I1R1C0,20,20260829,74.2143,74.5475,70.2317,148.4770,92.7614,0.2709
true,G1I1R1C0,21,20260829,81.8701,68.0838,71.2466,157.3419,90.7699,0.4958
true,G1I1R1C0,22,20260829,78.2877,71.9805,67.6071,160.4294,92.9071,0.4079
true,G1I1R1C0,23,20260829,77.1475,72.1471,67.9986,162.2372,90.5434,0.3577
true,G1I1R1C0,24,20260829,78.6478,72.6936,72.2980,160.3726,89.1784,0.3142
true,G1I1R1C0,25,20260829,79.9064,74.0922,67.1890,154.9625,88.8896,0.3767
true,G1I1R1C0,26,20260829,79.1189,70.6972,71.7800,169.7618,92.6941,0.3687
true,G1I1R1C0,27,20260829,74.9247,69.5867,71.4464,153.5809,91.0603,0.3700
true,G1I1R1C0,28,20260829,81.1918,72.4448,69.7084,156.8539,90.4464,0.3604
true,G1I1R1C0,29,20260829,79.3079,70.6430,72.0358,158.5645,93.7820,0.4278
true,G1I1R1C0,30,20260829,80.9898,69.4899,72.2221,171.3796,92.8935,0.3955
true,G1I1R1C1,1,20260829,80.2848,69.7942,66.5278,121.1841,80.1905,1.2945
true,G1I1R1C1,2,20260829,78.1160,74.4422,61.6841,123.0032,86.6058,1.4184
true,G1I1R1C1,3,20260829,75.5237,69.2046,62.5780,131.3059,80.1291,1.4258
true,G1I1R1C1,4,20260829,74.6851,74.6053,64.8275,115.6891,83.2828,1.2824
true,G1I1R1C1,5,20260829,76.3114,67.8171,65.5465,124.9463,78.1056,1.3291
true,G1I1R1C1,6,20260829,75.7316,69.2595,65.4201,121.2033,80.1315,1.3896
true,G1I1R1C1,7,20260829,76.2486,68.0652,65.5714,118.1450,83.6007,1.3659
true,G1I1R1C1,8,20260829,74.8288,65.8838,63.1132,127.4964,82.8626,1.3437
true,G1I1R1C1,9,20260829,71.9788,71.7294,68.0805,127.2128,77.1727,1.3468
true,G1I1R1C1,10,20260829,78.1261,72.0346,61.6235,125.2557,79.1741,1.3722
true,G1I1R1C1,11,20260829,75.8376,67.4955,61.5589,135.4007,81.1107,1.4290
true,G1I1R1C1,12,20260829,77.6519,75.0989,65.5809,129.1156,79.5754,1.3153
true,G1I1R1C1,13,20260829,81.7862,69.0545,66.3927,129.5159,79.0211,1.4134
true,G1I1R1C1,14,20260829,72.5640,73.6145,64.9310,123.8127,82.6735,1.3641
true,G1I1R1C1,15,20260829,76.0696,73.4692,64.1532,129.8978,83.2979,1.4760
true,G1I1R1C1,16,20260829,76.1938,74.5469,60.9278,111.2894,78.9083,1.4242
true,G1I1R1C1,17,20260829,78.6033,71.6123,63.9596,120.9077,81.6973,1.3590
true,G1I1R1C1,18,20260829,78.8437,73.4678,63.4841,139.5365,79.5842,1.5832
true,G1I1R1C1,19,20260829,77.1957,74.9375,61.1561,119.8807,77.7379,1.3356
true,G1I1R1C1,20,20260829,75.7455,74.1342,66.8813,121.0240,80.5794,1.4778
true,G1I1R1C1,21,20260829,76.3501,70.8404,63.4519,127.1732,84.6220,1.5002
true,G1I1R1C1,22,20260829,76.8750,73.3284,59.2750,125.0923,82.2540,1.4006
true,G1I1R1C1,23,20260829,79.9496,75.0108,63.9794,138.9195,81.6928,1.3985
true,G1I1R1C1,24,20260829,76.3911,72.7953,64.8303,122.8381,85.0206,1.3567
true,G1I1R1C1,25,20260829,80.2830,71.2589,71.3231,123.3486,79.5708,1.4109
true,G1I1R1C1,26,20260829,75.9003,72.6940,61.5227,130.5293,82.7421,1.4546
true,G1I1R1C1,27,20260829,74.6266,80.9291,63.7838,136.0608,82.2945,1.5194
true,G1I1R1C1,28,20260829,78.2095,73.2613,62.9466,130.6295,82.3180,1.4730
true,G1I1R1C1,29,20260829,78.6021,73.0368,66.5227,131.6999,83.1444,1.4150
true,G1I1R1C1,30,20260829,75.8248,71.4907,59.0864,125.7649,83.5330,1.3804
