data_status,synthetic,n_runs,seed,scenario,platform_scenario,treatment,run_id,run_status,peak_pss_mb,allocation_rate_mb_s,gc_p99_ms,fault_rate_s,input_p99_ms,controller_cpu_pct
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Static-GIR,8,completed,258.202,34.443,29.355,157.552,73.247,0.0
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Static-GIR,9,completed,258.155,33.452,30.286,158.965,72.741,0.0
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Static-GIR,10,completed,254.694,33.474,27.915,151.267,76.206,0.0
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Static-GIR,11,completed,247.901,35.373,29.475,159.852,70.102,0.0
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Static-GIR,12,completed,251.588,34.341,28.896,166.559,72.547,0.0
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Static-GIR,13,completed,259.817,31.888,27.284,169.747,69.089,0.0
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Static-GIR,14,completed,255.888,36.439,27.47,169.47,81.066,0.0
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Static-GIR,15,completed,238.765,32.795,28.733,161.958,72.117,0.0
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Static-GIR,16,completed,245.784,35.671,27.609,178.513,77.147,0.0
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Static-GIR,17,completed,258.508,34.17,27.462,166.908,75.282,0.0
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Static-GIR,18,completed,251.197,33.182,27.565,170.954,69.983,0.0
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Static-GIR,19,completed,253.574,33.303,30.432,171.618,77.014,0.0
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Static-GIR,20,completed,260.611,33.94,27.387,175.463,71.725,0.0
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Static-GIR,21,completed,263.026,32.952,28.092,145.879,72.83,0.0
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Static-GIR,22,completed,246.003,34.274,28.99,131.357,68.108,0.0
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Static-GIR,23,completed,254.634,36.243,25.164,172.112,67.283,0.0
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Static-GIR,24,completed,251.732,35.533,27.124,174.137,75.602,0.0
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Static-GIR,25,completed,253.712,31.055,28.85,161.773,74.357,0.0
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Static-GIR,26,completed,255.009,36.872,28.954,168.277,71.316,0.0
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Static-GIR,27,completed,255.236,33.97,26.122,184.603,75.895,0.0
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Static-GIR,28,completed,257.207,37.032,27.87,170.692,78.293,0.0
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Static-GIR,29,completed,257.722,35.447,27.018,150.482,76.558,0.0
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Static-GIR,30,completed,250.673,33.809,30.791,170.983,71.813,0.0
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Threshold-GIR,1,completed,188.85,27.704,33.131,115.028,85.327,0.5054
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Threshold-GIR,2,completed,189.471,29.597,33.714,123.858,86.767,0.562
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Threshold-GIR,3,completed,184.57,27.908,34.07,106.901,88.288,0.5011
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Threshold-GIR,4,completed,185.678,30.308,33.537,99.379,84.044,0.439
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Threshold-GIR,5,completed,181.859,29.126,32.084,103.268,87.284,0.5351
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Threshold-GIR,6,completed,176.6,27.403,31.831,106.223,85.472,0.4685
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Threshold-GIR,7,completed,189.346,29.167,31.552,105.4,92.752,0.5349
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Threshold-GIR,8,completed,197.195,28.869,31.917,94.652,81.452,0.4827
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Threshold-GIR,9,completed,185.704,30.768,31.349,102.549,78.222,0.4822
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Threshold-GIR,10,completed,186.358,30.23,33.752,110.064,82.636,0.5746
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Threshold-GIR,11,completed,184.797,26.899,30.514,113.82,88.649,0.51
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Threshold-GIR,12,completed,189.454,27.628,33.428,100.565,88.972,0.445
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Threshold-GIR,13,completed,188.07,28.761,30.685,104.022,80.975,0.5067
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Threshold-GIR,14,completed,186.544,28.655,31.504,102.593,80.276,0.4384
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Threshold-GIR,15,completed,185.466,29.445,35.157,110.475,88.365,0.5016
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Threshold-GIR,16,completed,184.262,29.364,29.55,100.682,84.423,0.4792
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Threshold-GIR,17,completed,182.132,29.555,34.188,103.122,84.202,0.529
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Threshold-GIR,18,completed,191.222,28.718,32.088,107.262,83.76,0.4864
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Threshold-GIR,19,completed,195.454,28.532,36.281,100.822,84.378,0.5355
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Threshold-GIR,20,completed,188.561,27.207,31.731,101.104,84.708,0.5782
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Threshold-GIR,21,completed,193.398,29.682,32.797,106.421,80.901,0.5635
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Threshold-GIR,22,completed,190.132,28.201,32.727,94.539,90.222,0.4735
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Threshold-GIR,23,completed,185.564,29.128,30.638,97.829,79.34,0.4498
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Threshold-GIR,24,completed,185.813,30.468,32.172,109.359,83.508,0.5222
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Threshold-GIR,25,completed,178.37,27.473,33.706,92.674,75.679,0.4911
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Threshold-GIR,26,completed,185.494,29.504,35.653,97.16,80.516,0.4877
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Threshold-GIR,27,completed,179.555,30.069,33.843,95.439,92.324,0.528
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Threshold-GIR,28,completed,195.645,27.94,32.527,105.781,84.34,0.4539
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Threshold-GIR,29,completed,188.944,29.31,35.375,124.197,81.203,0.441
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Threshold-GIR,30,completed,183.583,27.687,32.573,103.025,82.09,0.5187
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Threshold-GIR,1,completed,241.545,33.865,26.518,144.052,64.135,0.4736
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Threshold-GIR,2,completed,248.447,33.577,25.458,130.06,66.982,0.5677
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Threshold-GIR,3,completed,235.721,33.954,27.872,151.18,67.899,0.6208
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Threshold-GIR,4,completed,249.074,36.425,26.814,146.51,68.812,0.5447
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Threshold-GIR,5,completed,252.584,36.28,26.046,124.59,63.843,0.6222
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Threshold-GIR,6,completed,253.615,36.088,27.259,144.763,64.242,0.5062
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Threshold-GIR,7,completed,247.03,33.296,29.63,136.886,74.822,0.5183
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Threshold-GIR,8,completed,248.65,33.164,25.915,131.928,64.295,0.5287
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Threshold-GIR,9,completed,251.998,32.956,27.262,138.795,67.276,0.4864
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Threshold-GIR,10,completed,253.312,35.241,23.371,125.256,64.178,0.5101
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Threshold-GIR,11,completed,251.306,35.725,22.22,129.408,68.642,0.4962
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Threshold-GIR,12,completed,242.633,35.062,30.285,144.432,63.794,0.4723
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Threshold-GIR,13,completed,256.826,34.78,26.261,131.369,66.745,0.506
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Threshold-GIR,14,completed,243.048,32.907,27.969,112.066,64.592,0.518
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Threshold-GIR,15,completed,242.964,36.605,27.659,131.604,71.783,0.529
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Threshold-GIR,16,completed,252.646,35.475,26.019,124.724,71.055,0.4872
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Threshold-GIR,17,completed,246.991,35.768,27.602,110.772,64.466,0.4629
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Threshold-GIR,18,completed,252.819,37.054,26.314,116.576,66.962,0.4741
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Threshold-GIR,19,completed,244.779,35.971,26.058,142.88,68.397,0.5434
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Threshold-GIR,20,completed,244.292,32.175,25.698,125.944,69.283,0.4995
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Threshold-GIR,21,completed,249.373,36.968,25.428,124.434,65.892,0.5921
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Threshold-GIR,22,completed,250.306,34.165,24.26,133.522,65.157,0.4645
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Threshold-GIR,23,completed,248.844,33.956,27.217,138.367,74.381,0.5269
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Threshold-GIR,24,completed,248.535,33.936,30.308,126.937,70.549,0.4943
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Threshold-GIR,25,completed,252.465,33.364,27.182,117.962,69.023,0.4378
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Threshold-GIR,26,completed,249.031,35.736,28.331,131.647,70.511,0.5498
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Threshold-GIR,27,completed,254.947,32.681,29.367,133.491,66.957,0.5259
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Threshold-GIR,28,completed,262.754,34.296,26.787,119.486,66.253,0.5229
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Threshold-GIR,29,completed,256.067,36.591,26.461,139.153,65.119,0.503
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Threshold-GIR,30,completed,246.724,35.526,25.644,128.465,62.395,0.527
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,EWMA-GIR,1,completed,175.589,28.427,33.092,105.487,82.402,0.5988
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,EWMA-GIR,2,completed,178.858,29.263,29.385,98.646,82.067,0.6941
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,EWMA-GIR,3,completed,183.572,29.376,29.476,92.766,79.991,0.7555
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,EWMA-GIR,4,completed,178.692,29.534,30.959,100.732,83.318,0.7535
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,EWMA-GIR,5,completed,185.808,27.207,33.01,114.261,77.194,0.6832
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,EWMA-GIR,6,completed,189.559,28.158,33.464,82.25,85.18,0.6937
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,EWMA-GIR,7,completed,187.955,30.151,30.21,95.638,79.754,0.7613
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,EWMA-GIR,8,completed,182.154,28.72,31.379,93.406,84.92,0.6652
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,EWMA-GIR,9,completed,199.637,31.749,33.247,100.155,88.85,0.6374
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,EWMA-GIR,10,completed,185.381,26.683,28.351,93.603,85.098,0.6401
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,EWMA-GIR,11,completed,186.641,30.455,31.901,105.634,86.944,0.6768
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,EWMA-GIR,12,completed,180.502,27.66,30.248,95.253,88.794,0.7826
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,EWMA-GIR,13,completed,181.507,27.617,32.854,90.754,79.648,0.8107
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,EWMA-GIR,14,completed,182.416,28.705,30.807,102.617,86.831,0.7433
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,EWMA-GIR,15,completed,187.35,29.105,30.883,98.62,85.357,0.7088
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,EWMA-GIR,16,completed,183.992,29.162,32.037,92.155,85.658,0.6649
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,EWMA-GIR,17,completed,185.136,27.948,29.131,85.343,81.197,0.7196
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,EWMA-GIR,18,completed,178.596,28.315,32.02,100.291,88.045,0.7229
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,EWMA-GIR,19,completed,185.393,28.355,33.093,93.684,93.831,0.7965
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,EWMA-GIR,20,completed,178.555,30.545,31.709,99.969,79.285,0.6298
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,EWMA-GIR,21,completed,186.975,28.464,29.729,100.701,79.957,0.6449
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,EWMA-GIR,22,completed,178.77,27.817,31.845,103.967,81.663,0.6479
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,EWMA-GIR,23,completed,176.792,27.349,32.262,93.097,81.381,0.6951
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,EWMA-GIR,24,completed,184.728,27.856,31.922,93.516,91.526,0.6685
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,EWMA-GIR,25,completed,182.948,29.139,36.597,95.21,83.092,0.7688
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,EWMA-GIR,26,completed,184.453,30.283,30.288,93.281,79.041,0.7603
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,EWMA-GIR,27,completed,180.263,27.303,30.203,100.136,80.438,0.7385
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,EWMA-GIR,28,completed,185.609,28.555,32.125,102.307,73.44,0.7195
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,EWMA-GIR,29,completed,179.256,27.454,32.006,110.468,83.127,0.6906
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,EWMA-GIR,30,completed,182.745,28.242,35.115,103.236,85.482,0.6753
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,EWMA-GIR,1,completed,237.307,33.759,25.549,128.774,66.634,0.6448
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,EWMA-GIR,2,completed,246.363,32.415,26.173,124.928,64.301,0.7156
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,EWMA-GIR,3,completed,236.44,35.509,27.586,127.373,61.111,0.6179
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,EWMA-GIR,4,completed,235.618,36.07,25.665,118.794,65.871,0.7901
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,EWMA-GIR,5,completed,244.528,34.366,25.101,123.466,66.365,0.7187
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,EWMA-GIR,6,completed,249.53,35.989,25.437,143.073,60.653,0.6732
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,EWMA-GIR,7,completed,253.235,34.43,23.725,122.318,68.641,0.7991
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,EWMA-GIR,8,completed,262.315,34.129,24.138,114.416,61.702,0.6316
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,EWMA-GIR,9,completed,245.288,33.851,28.977,112.407,64.38,0.7256
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,EWMA-GIR,10,completed,258.73,35.481,27.15,127.046,67.029,0.6495
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,EWMA-GIR,11,completed,244.839,36.598,26.322,124.211,65.381,0.7441
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,EWMA-GIR,12,completed,244.926,32.435,27.367,125.611,61.157,0.6124
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,EWMA-GIR,13,completed,254.863,32.977,25.082,132.298,64.985,0.7637
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,EWMA-GIR,14,completed,245.078,35.236,25.262,120.761,64.275,0.722
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,EWMA-GIR,15,completed,261.37,35.76,26.265,123.246,65.799,0.7674
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,EWMA-GIR,16,completed,248.543,32.97,25.704,112.137,63.72,0.8061
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,EWMA-GIR,17,completed,254.508,35.459,26.618,131.082,66.024,0.7442
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,EWMA-GIR,18,completed,258.554,36.624,27.308,123.752,65.579,0.7123
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,EWMA-GIR,19,completed,243.204,35.511,24.795,128.019,63.34,0.766
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,EWMA-GIR,20,completed,239.076,36.684,24.645,120.673,68.941,0.6898
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,EWMA-GIR,21,completed,246.112,35.836,25.89,113.805,63.384,0.6165
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,EWMA-GIR,22,completed,250.767,33.495,23.839,107.343,65.188,0.6679
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,EWMA-GIR,23,completed,241.554,33.83,27.76,127.701,60.377,0.7289
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,EWMA-GIR,24,completed,251.816,33.267,27.604,122.891,69.084,0.6849
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,EWMA-GIR,25,completed,243.525,32.811,27.642,135.458,72.502,0.7085
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,EWMA-GIR,26,completed,247.862,36.286,25.747,130.372,58.793,0.6369
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,EWMA-GIR,27,completed,250.908,31.951,23.965,131.482,70.613,0.6807
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,EWMA-GIR,28,completed,247.169,33.598,25.187,124.335,59.734,0.7049
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,EWMA-GIR,29,completed,245.926,33.895,26.414,114.704,63.436,0.6476
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,EWMA-GIR,30,completed,233.215,35.45,25.443,134.137,66.681,0.7522
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Ridge-GIR,1,completed,180.216,29.351,32.552,99.18,83.94,1.0789
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Ridge-GIR,2,completed,185.401,27.85,27.187,102.315,81.024,1.1731
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Ridge-GIR,3,completed,186.766,29.708,33.362,86.938,78.894,1.0931
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Ridge-GIR,4,completed,185.77,28.819,30.847,98.938,83.086,1.1072
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Ridge-GIR,5,completed,178.204,29.682,32.993,105.482,80.182,1.1708
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Ridge-GIR,6,completed,179.51,29.754,33.127,80.902,77.102,1.1942
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Ridge-GIR,7,completed,177.701,28.255,29.171,105.143,69.163,1.2792
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Ridge-GIR,8,completed,185.501,28.121,31.315,93.001,79.263,0.9911
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Ridge-GIR,9,completed,182.623,30.465,32.392,90.643,80.565,1.2222
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Ridge-GIR,10,completed,180.639,30.437,31.534,104.03,75.354,1.255
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Ridge-GIR,11,completed,181.382,30.551,30.671,97.077,82.567,1.0376
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Ridge-GIR,12,completed,183.266,29.487,30.51,103.404,82.772,1.005
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Ridge-GIR,13,completed,179.566,28.273,30.46,95.422,82.698,0.9843
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Ridge-GIR,14,completed,190.035,28.128,34.917,89.176,81.515,0.9909
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Ridge-GIR,15,completed,184.11,27.421,32.512,101.709,81.607,1.0854
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Ridge-GIR,16,completed,177.844,27.966,28.715,115.964,84.828,0.9856
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Ridge-GIR,17,completed,184.954,28.558,32.841,95.844,79.543,1.0103
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Ridge-GIR,18,completed,178.704,29.745,29.952,95.697,86.785,1.1539
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Ridge-GIR,19,completed,177.068,29.406,28.772,93.099,82.769,1.3548
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Ridge-GIR,20,completed,187.168,28.539,32.6,102.25,86.296,1.3957
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Ridge-GIR,21,completed,178.894,30.102,28.941,104.909,73.756,1.0737
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Ridge-GIR,22,completed,187.883,28.615,29.055,102.022,77.724,1.1022
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Ridge-GIR,23,completed,179.553,26.537,30.898,95.899,78.331,1.3179
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Ridge-GIR,24,completed,190.748,30.331,31.686,101.669,78.562,1.1271
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Ridge-GIR,25,completed,184.22,27.387,29.861,94.514,86.018,1.0824
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Ridge-GIR,26,completed,179.055,28.057,31.081,87.22,84.45,0.9318
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Ridge-GIR,27,completed,183.541,27.439,34.367,103.029,85.783,1.083
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Ridge-GIR,28,completed,187.371,28.905,30.018,103.911,76.031,1.1178
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Ridge-GIR,29,completed,186.055,28.891,29.942,107.069,84.418,0.9821
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Ridge-GIR,30,completed,187.371,27.416,30.506,94.643,85.995,1.0464
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Ridge-GIR,1,completed,243.147,35.611,25.233,113.861,64.048,1.1841
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Ridge-GIR,2,completed,241.524,36.7,24.613,121.224,68.927,1.0599
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Ridge-GIR,3,completed,241.161,34.398,25.108,127.781,62.912,1.0537
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Ridge-GIR,4,completed,249.508,35.29,21.61,127.025,67.717,0.9312
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Ridge-GIR,5,completed,239.778,34.555,25.347,117.578,66.903,1.1806
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Ridge-GIR,6,completed,239.281,33.037,24.757,131.977,63.051,1.2476
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Ridge-GIR,7,completed,246.341,34.043,27.284,115.596,62.954,0.9983
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Ridge-GIR,8,completed,257.408,30.892,22.444,120.453,66.378,0.9849
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Ridge-GIR,9,completed,239.674,36.327,25.192,117.331,62.321,1.1038
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Ridge-GIR,10,completed,238.572,35.979,26.9,124.93,61.291,1.1162
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Ridge-GIR,11,completed,239.742,35.707,24.934,131.614,71.012,0.9925
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Ridge-GIR,12,completed,232.684,33.862,22.468,114.755,60.853,1.2508
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Ridge-GIR,13,completed,246.392,36.833,25.478,124.223,66.453,1.0928
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Ridge-GIR,14,completed,241.224,33.221,24.759,119.0,63.84,1.2591
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Ridge-GIR,15,completed,256.297,35.982,23.246,130.276,64.287,1.0475
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Ridge-GIR,16,completed,248.126,34.468,26.046,113.163,63.191,1.1893
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Ridge-GIR,17,completed,237.06,34.722,25.434,114.947,58.395,1.2053
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Ridge-GIR,18,completed,247.513,33.693,25.896,110.314,68.029,1.1111
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Ridge-GIR,19,completed,242.657,35.561,25.37,102.028,61.385,1.0749
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Ridge-GIR,20,completed,233.7,35.752,22.164,137.298,67.639,1.1555
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Ridge-GIR,21,completed,236.904,35.141,24.207,122.455,61.92,1.1039
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Ridge-GIR,22,completed,228.489,36.161,24.582,136.049,62.949,1.2058
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Ridge-GIR,23,completed,249.755,32.951,26.975,123.808,62.334,1.1708
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Ridge-GIR,24,completed,250.107,34.61,22.168,121.909,64.998,1.1497
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Ridge-GIR,25,completed,251.063,33.001,23.465,114.924,61.805,0.9596
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Ridge-GIR,26,completed,245.132,34.8,23.18,124.859,63.183,1.0083
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Ridge-GIR,27,completed,250.112,35.803,23.708,118.831,63.683,1.149
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Ridge-GIR,28,completed,237.981,35.129,24.191,114.434,64.745,1.0661
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Ridge-GIR,29,completed,244.084,35.843,25.353,120.242,64.323,0.9948
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Ridge-GIR,30,completed,243.311,35.481,23.911,113.42,61.532,1.1317
measured,false,30,20250902,no_benefit,ARM32-scenario,Stock,1,completed,231.305,41.708,51.994,66.264,94.22,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Stock,2,completed,236.979,42.926,43.731,71.372,99.567,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Stock,3,completed,246.761,41.406,44.177,86.655,99.92,0.0
