data_status,synthetic,n_runs_assumed,simulation_seed,scenario,treatment,run_id,simulated_peak_pss_index,simulated_allocation_rate_index,simulated_gc_p99_index,simulated_fault_rate_index,simulated_input_p99_index,simulated_controller_cpu_pct
measured,false,30,20250902,planning_hypothesis,Static-GI,4,85.899,68.619,65.119,94.93,78.985,0.0
measured,false,30,20250902,planning_hypothesis,Static-GI,5,90.071,73.109,72.504,86.553,81.826,0.0
measured,false,30,20250902,planning_hypothesis,Static-GI,6,86.106,69.521,79.882,100.777,94.006,0.0
measured,false,30,20250902,planning_hypothesis,Static-GI,7,89.111,69.237,70.109,110.22,91.326,0.0
measured,false,30,20250902,planning_hypothesis,Static-GI,8,89.634,72.865,73.932,100.502,81.96,0.0
measured,false,30,20250902,planning_hypothesis,Static-GI,9,88.69,67.151,69.259,101.088,81.369,0.0
measured,false,30,20250902,planning_hypothesis,Static-GI,10,85.559,71.91,77.737,99.835,87.054,0.0
measured,false,30,20250902,planning_hypothesis,Static-GI,11,87.363,66.064,76.216,106.073,89.797,0.0
measured,false,30,20250902,planning_hypothesis,Static-GI,12,89.871,76.686,73.387,111.873,90.26,0.0
measured,false,30,20250902,planning_hypothesis,Static-GI,13,83.734,72.09,67.061,89.931,89.825,0.0
measured,false,30,20250902,planning_hypothesis,Static-GI,14,85.102,71.918,76.724,97.788,89.79,0.0
measured,false,30,20250902,planning_hypothesis,Static-GI,15,85.777,70.72,66.879,102.735,85.017,0.0
measured,false,30,20250902,planning_hypothesis,Static-GI,16,85.832,69.765,68.121,112.262,93.271,0.0
measured,false,30,20250902,planning_hypothesis,Static-GI,17,84.79,71.223,72.665,99.345,84.588,0.0
measured,false,30,20250902,planning_hypothesis,Static-GI,18,88.55,73.864,71.982,102.663,81.881,0.0
measured,false,30,20250902,planning_hypothesis,Static-GI,19,85.27,69.213,71.125,99.119,80.011,0.0
measured,false,30,20250902,planning_hypothesis,Static-GI,20,86.639,73.435,64.502,107.896,87.185,0.0
measured,false,30,20250902,planning_hypothesis,Static-GI,21,82.394,73.724,66.927,105.754,88.071,0.0
measured,false,30,20250902,planning_hypothesis,Static-GI,22,83.146,69.232,72.465,100.834,89.422,0.0
measured,false,30,20250902,planning_hypothesis,Static-GI,23,86.435,71.101,71.001,105.3,91.291,0.0
measured,false,30,20250902,planning_hypothesis,Static-GI,24,91.327,70.091,77.464,103.568,90.734,0.0
measured,false,30,20250902,planning_hypothesis,Static-GI,25,92.225,75.447,73.323,103.188,90.05,0.0
measured,false,30,20250902,planning_hypothesis,Static-GI,26,88.966,66.967,76.638,98.28,90.029,0.0
measured,false,30,20250902,planning_hypothesis,Static-GI,27,85.748,74.112,78.94,93.515,90.544,0.0
measured,false,30,20250902,planning_hypothesis,Static-GI,28,90.144,72.669,75.868,94.302,91.009,0.0
measured,false,30,20250902,planning_hypothesis,Static-GI,29,87.611,72.86,78.585,96.165,80.646,0.0
measured,false,30,20250902,planning_hypothesis,Static-GI,30,83.61,73.661,76.589,87.083,93.15,0.0
measured,false,30,20250902,planning_hypothesis,Static-GIR,1,80.287,71.443,74.504,147.855,96.152,0.0
measured,false,30,20250902,planning_hypothesis,Static-GIR,2,81.131,69.761,65.682,160.712,89.091,0.0
measured,false,30,20250902,planning_hypothesis,Static-GIR,3,77.663,74.665,68.71,176.045,92.152,0.0
measured,false,30,20250902,planning_hypothesis,Static-GIR,4,78.988,71.544,70.568,156.59,89.325,0.0
measured,false,30,20250902,planning_hypothesis,Static-GIR,5,79.523,73.911,79.356,149.511,83.389,0.0
measured,false,30,20250902,planning_hypothesis,Static-GIR,6,78.191,74.18,72.519,160.721,93.37,0.0
measured,false,30,20250902,planning_hypothesis,Static-GIR,7,79.243,70.472,64.975,169.464,94.033,0.0
measured,false,30,20250902,planning_hypothesis,Static-GIR,8,79.631,70.33,78.376,167.336,86.532,0.0
measured,false,30,20250902,planning_hypothesis,Static-GIR,9,79.686,70.794,76.837,155.999,95.294,0.0
measured,false,30,20250902,planning_hypothesis,Static-GIR,10,76.578,71.872,73.203,151.378,94.516,0.0
measured,false,30,20250902,planning_hypothesis,Static-GIR,11,79.964,69.501,76.22,163.479,79.939,0.0
measured,false,30,20250902,planning_hypothesis,Static-GIR,12,82.23,73.193,79.614,168.139,93.386,0.0
measured,false,30,20250902,planning_hypothesis,Static-GIR,13,79.934,68.939,68.093,159.797,99.368,0.0
measured,false,30,20250902,planning_hypothesis,Static-GIR,14,78.536,73.137,68.029,161.602,92.609,0.0
measured,false,30,20250902,planning_hypothesis,Static-GIR,15,77.734,70.341,73.842,165.598,89.661,0.0
measured,false,30,20250902,planning_hypothesis,Static-GIR,16,77.106,70.665,73.016,188.972,92.54,0.0
measured,false,30,20250902,planning_hypothesis,Static-GIR,17,80.223,69.415,73.982,161.888,87.12,0.0
measured,false,30,20250902,planning_hypothesis,Static-GIR,18,78.239,73.213,70.463,175.897,87.991,0.0
measured,false,30,20250902,planning_hypothesis,Static-GIR,19,78.611,70.52,71.682,177.181,82.178,0.0
measured,false,30,20250902,planning_hypothesis,Static-GIR,20,79.092,72.77,66.087,175.451,90.306,0.0
measured,false,30,20250902,planning_hypothesis,Static-GIR,21,78.419,73.001,64.965,167.417,94.55,0.0
measured,false,30,20250902,planning_hypothesis,Static-GIR,22,76.521,70.878,72.331,145.942,86.642,0.0
measured,false,30,20250902,planning_hypothesis,Static-GIR,23,77.908,71.646,62.41,171.73,85.113,0.0
measured,false,30,20250902,planning_hypothesis,Static-GIR,24,79.616,72.273,68.602,154.282,94.046,0.0
measured,false,30,20250902,planning_hypothesis,Static-GIR,25,82.227,71.111,71.586,159.041,89.265,0.0
measured,false,30,20250902,planning_hypothesis,Static-GIR,26,77.567,73.278,70.741,150.901,91.597,0.0
measured,false,30,20250902,planning_hypothesis,Static-GIR,27,77.257,70.059,74.272,165.759,98.115,0.0
measured,false,30,20250902,planning_hypothesis,Static-GIR,28,80.584,77.758,70.23,162.176,96.211,0.0
measured,false,30,20250902,planning_hypothesis,Static-GIR,29,80.825,68.472,75.841,148.11,88.689,0.0
measured,false,30,20250902,planning_hypothesis,Static-GIR,30,75.605,68.504,78.234,150.005,98.811,0.0
measured,false,30,20250902,planning_hypothesis,Threshold-GIR,1,76.354,70.315,70.533,143.782,84.051,0.4895
measured,false,30,20250902,planning_hypothesis,Threshold-GIR,2,79.259,69.582,61.144,134.13,84.485,0.5649
measured,false,30,20250902,planning_hypothesis,Threshold-GIR,3,74.121,70.759,68.639,158.382,85.726,0.561
measured,false,30,20250902,planning_hypothesis,Threshold-GIR,4,77.237,72.591,62.573,131.191,81.979,0.4919
measured,false,30,20250902,planning_hypothesis,Threshold-GIR,5,79.333,74.917,69.865,119.735,79.626,0.5786
measured,false,30,20250902,planning_hypothesis,Threshold-GIR,6,74.758,70.447,68.21,140.288,87.417,0.4874
measured,false,30,20250902,planning_hypothesis,Threshold-GIR,7,76.994,71.197,67.279,146.666,98.779,0.5266
measured,false,30,20250902,planning_hypothesis,Threshold-GIR,8,80.833,69.153,68.725,124.997,78.726,0.5057
measured,false,30,20250902,planning_hypothesis,Threshold-GIR,9,78.345,71.41,67.759,130.588,83.168,0.4843
measured,false,30,20250902,planning_hypothesis,Threshold-GIR,10,76.961,75.025,67.22,134.911,85.596,0.5423
measured,false,30,20250902,planning_hypothesis,Threshold-GIR,11,78.419,66.721,58.49,138.939,85.386,0.5031
measured,false,30,20250902,planning_hypothesis,Threshold-GIR,12,81.01,72.006,76.965,134.261,85.748,0.4587
measured,false,30,20250902,planning_hypothesis,Threshold-GIR,13,78.377,72.28,61.757,128.157,86.084,0.5064
measured,false,30,20250902,planning_hypothesis,Threshold-GIR,14,75.994,69.053,67.888,118.078,80.054,0.4782
measured,false,30,20250902,planning_hypothesis,Threshold-GIR,15,78.136,76.581,71.029,138.869,86.764,0.5153
measured,false,30,20250902,planning_hypothesis,Threshold-GIR,16,77.293,71.89,62.405,140.668,88.48,0.4832
measured,false,30,20250902,planning_hypothesis,Threshold-GIR,17,76.917,74.318,70.937,122.812,80.381,0.496
measured,false,30,20250902,planning_hypothesis,Threshold-GIR,18,79.679,77.053,65.946,128.458,83.541,0.4803
measured,false,30,20250902,planning_hypothesis,Threshold-GIR,19,77.65,72.869,65.051,136.72,78.934,0.5394
measured,false,30,20250902,planning_hypothesis,Threshold-GIR,20,76.927,67.081,62.067,133.873,89.224,0.5389
measured,false,30,20250902,planning_hypothesis,Threshold-GIR,21,76.604,76.021,60.323,138.114,83.609,0.5778
measured,false,30,20250902,planning_hypothesis,Threshold-GIR,22,76.978,70.415,64.278,126.49,84.222,0.469
measured,false,30,20250902,planning_hypothesis,Threshold-GIR,23,76.906,69.282,61.886,132.76,87.411,0.4884
measured,false,30,20250902,planning_hypothesis,Threshold-GIR,24,79.796,73.135,68.172,124.728,87.302,0.5082
measured,false,30,20250902,planning_hypothesis,Threshold-GIR,25,79.152,70.484,64.463,116.159,82.068,0.4645
measured,false,30,20250902,planning_hypothesis,Threshold-GIR,26,76.775,72.72,74.02,123.655,85.371,0.5188
measured,false,30,20250902,planning_hypothesis,Threshold-GIR,27,76.141,72.314,74.644,122.219,91.879,0.527
measured,false,30,20250902,planning_hypothesis,Threshold-GIR,28,83.001,72.944,65.604,125.083,85.53,0.4884
measured,false,30,20250902,planning_hypothesis,Threshold-GIR,29,81.03,73.879,74.208,141.709,77.465,0.472
measured,false,30,20250902,planning_hypothesis,Threshold-GIR,30,74.883,71.46,67.109,114.557,83.872,0.5229
measured,false,30,20250902,planning_hypothesis,EWMA-GIR,1,72.975,71.131,69.147,130.215,83.978,0.6218
measured,false,30,20250902,planning_hypothesis,EWMA-GIR,2,76.712,67.98,57.62,116.639,80.481,0.7048
measured,false,30,20250902,planning_hypothesis,EWMA-GIR,3,74.033,74.253,63.643,135.076,77.423,0.6867
measured,false,30,20250902,planning_hypothesis,EWMA-GIR,4,73.703,71.289,58.882,118.119,79.783,0.7718
measured,false,30,20250902,planning_hypothesis,EWMA-GIR,5,78.84,70.479,69.436,125.335,76.353,0.7009
measured,false,30,20250902,planning_hypothesis,EWMA-GIR,6,76.814,71.281,67.267,125.261,84.926,0.6835
measured,false,30,20250902,planning_hypothesis,EWMA-GIR,7,77.656,73.61,58.832,132.112,87.563,0.7802
measured,false,30,20250902,planning_hypothesis,EWMA-GIR,8,79.761,69.996,65.945,115.942,78.8,0.6484
measured,false,30,20250902,planning_hypothesis,EWMA-GIR,9,80.097,73.53,71.946,116.029,86.488,0.6815
measured,false,30,20250902,planning_hypothesis,EWMA-GIR,10,77.611,71.059,66.071,125.087,88.775,0.6448
measured,false,30,20250902,planning_hypothesis,EWMA-GIR,11,77.817,71.89,65.347,130.936,82.625,0.7105
measured,false,30,20250902,planning_hypothesis,EWMA-GIR,12,79.457,69.386,69.59,121.752,84.059,0.6975
measured,false,30,20250902,planning_hypothesis,EWMA-GIR,13,76.725,68.958,62.45,120.337,84.239,0.7872
measured,false,30,20250902,planning_hypothesis,EWMA-GIR,14,75.451,71.524,63.882,122.451,83.205,0.7327
measured,false,30,20250902,planning_hypothesis,EWMA-GIR,15,81.428,75.224,64.951,126.945,81.726,0.7381
measured,false,30,20250902,planning_hypothesis,EWMA-GIR,16,76.603,69.128,64.514,127.6,84.286,0.7355
measured,false,30,20250902,planning_hypothesis,EWMA-GIR,17,78.721,71.986,64.414,121.195,79.841,0.7319
measured,false,30,20250902,planning_hypothesis,EWMA-GIR,18,77.933,76.071,67.129,128.047,84.854,0.7176
measured,false,30,20250902,planning_hypothesis,EWMA-GIR,19,75.325,72.16,60.636,124.703,80.16,0.7812
measured,false,30,20250902,planning_hypothesis,EWMA-GIR,20,74.059,75.897,60.805,130.363,86.22,0.6598
measured,false,30,20250902,planning_hypothesis,EWMA-GIR,21,74.83,73.307,57.896,128.541,81.499,0.6307
measured,false,30,20250902,planning_hypothesis,EWMA-GIR,22,74.754,69.238,62.82,119.144,79.887,0.6579
measured,false,30,20250902,planning_hypothesis,EWMA-GIR,23,73.96,66.987,64.118,124.351,79.688,0.712
measured,false,30,20250902,planning_hypothesis,EWMA-GIR,24,80.131,69.152,64.564,113.227,90.721,0.6767
measured,false,30,20250902,planning_hypothesis,EWMA-GIR,25,78.668,72.047,67.712,126.509,87.998,0.7387
measured,false,30,20250902,planning_hypothesis,EWMA-GIR,26,76.379,74.239,65.003,120.727,77.611,0.6986
measured,false,30,20250902,planning_hypothesis,EWMA-GIR,27,75.659,68.031,63.488,123.731,88.03,0.7096
measured,false,30,20250902,planning_hypothesis,EWMA-GIR,28,78.405,72.999,63.275,125.637,75.779,0.7122
measured,false,30,20250902,planning_hypothesis,EWMA-GIR,29,77.366,68.807,70.497,121.746,77.312,0.6691
measured,false,30,20250902,planning_hypothesis,EWMA-GIR,30,72.558,72.066,69.725,116.971,88.403,0.7137
measured,false,30,20250902,planning_hypothesis,Ridge-GIR,1,74.834,74.22,68.159,118.875,83.256,1.1315
measured,false,30,20250902,planning_hypothesis,Ridge-GIR,2,77.302,70.799,53.742,117.138,82.748,1.1165
measured,false,30,20250902,planning_hypothesis,Ridge-GIR,3,75.416,73.6,64.533,131.798,77.962,1.0734
measured,false,30,20250902,planning_hypothesis,Ridge-GIR,4,77.323,69.653,53.81,121.19,80.848,1.0192
measured,false,30,20250902,planning_hypothesis,Ridge-GIR,5,76.474,73.822,69.773,117.493,78.092,1.1757
measured,false,30,20250902,planning_hypothesis,Ridge-GIR,6,73.192,70.264,66.005,118.509,82.174,1.2209
measured,false,30,20250902,planning_hypothesis,Ridge-GIR,7,74.48,70.829,62.069,135.551,78.026,1.1387
measured,false,30,20250902,planning_hypothesis,Ridge-GIR,8,79.708,65.87,63.82,118.508,78.954,0.988
measured,false,30,20250902,planning_hypothesis,Ridge-GIR,9,75.734,74.441,66.092,112.766,81.038,1.163
measured,false,30,20250902,planning_hypothesis,Ridge-GIR,10,73.511,76.088,69.274,130.815,79.906,1.1856
measured,false,30,20250902,planning_hypothesis,Ridge-GIR,11,75.902,71.162,62.321,128.781,83.609,1.0151
measured,false,30,20250902,planning_hypothesis,Ridge-GIR,12,78.03,73.244,62.687,121.712,80.682,1.1279
measured,false,30,20250902,planning_hypothesis,Ridge-GIR,13,75.015,73.866,60.59,119.353,86.798,1.0385
measured,false,30,20250902,planning_hypothesis,Ridge-GIR,14,76.437,68.734,67.76,113.458,80.231,1.125
measured,false,30,20250902,planning_hypothesis,Ridge-GIR,15,79.933,73.436,62.657,132.559,78.947,1.0665
measured,false,30,20250902,planning_hypothesis,Ridge-GIR,16,75.262,69.151,61.599,144.632,83.528,1.0875
measured,false,30,20250902,planning_hypothesis,Ridge-GIR,17,75.969,71.979,66.758,120.096,74.422,1.1078
measured,false,30,20250902,planning_hypothesis,Ridge-GIR,18,76.225,74.675,63.237,118.001,85.726,1.1325
measured,false,30,20250902,planning_hypothesis,Ridge-GIR,19,73.515,73.458,57.546,111.519,74.011,1.2148
measured,false,30,20250902,planning_hypothesis,Ridge-GIR,20,74.98,72.452,58.776,140.557,88.949,1.2756
measured,false,30,20250902,planning_hypothesis,Ridge-GIR,21,71.815,74.617,55.233,136.036,77.429,1.0888
measured,false,30,20250902,planning_hypothesis,Ridge-GIR,22,73.162,73.036,60.65,132.438,76.567,1.154
measured,false,30,20250902,planning_hypothesis,Ridge-GIR,23,75.798,65.122,61.86,124.225,79.345,1.2444
measured,false,30,20250902,planning_hypothesis,Ridge-GIR,24,81.064,73.65,57.562,117.743,81.304,1.1384
measured,false,30,20250902,planning_hypothesis,Ridge-GIR,25,80.168,69.992,56.359,115.762,82.583,1.021
measured,false,30,20250902,planning_hypothesis,Ridge-GIR,26,74.821,69.985,62.611,114.375,83.14,0.97
measured,false,30,20250902,planning_hypothesis,Ridge-GIR,27,76.204,72.212,67.276,118.671,86.325,1.116
measured,false,30,20250902,planning_hypothesis,Ridge-GIR,28,77.301,75.088,59.91,121.31,80.304,1.0919
measured,false,30,20250902,planning_hypothesis,Ridge-GIR,29,78.465,72.589,66.823,122.299,78.452,0.9885
measured,false,30,20250902,planning_hypothesis,Ridge-GIR,30,75.067,71.078,62.725,103.386,85.472,1.089
measured,false,30,20250902,regression,Stock,1,100.0,100.0,100.0,100.0,100.0,0.0
measured,false,30,20250902,regression,Stock,2,100.0,100.0,100.0,100.0,100.0,0.0
measured,false,30,20250902,regression,Stock,3,100.0,100.0,100.0,100.0,100.0,0.0
measured,false,30,20250902,regression,Stock,4,100.0,100.0,100.0,100.0,100.0,0.0
measured,false,30,20250902,regression,Stock,5,100.0,100.0,100.0,100.0,100.0,0.0
measured,false,30,20250902,regression,Stock,6,100.0,100.0,100.0,100.0,100.0,0.0
measured,false,30,20250902,regression,Stock,7,100.0,100.0,100.0,100.0,100.0,0.0
measured,false,30,20250902,regression,Stock,8,100.0,100.0,100.0,100.0,100.0,0.0
measured,false,30,20250902,regression,Stock,9,100.0,100.0,100.0,100.0,100.0,0.0
measured,false,30,20250902,regression,Stock,10,100.0,100.0,100.0,100.0,100.0,0.0
measured,false,30,20250902,regression,Stock,11,100.0,100.0,100.0,100.0,100.0,0.0
measured,false,30,20250902,regression,Stock,12,100.0,100.0,100.0,100.0,100.0,0.0
measured,false,30,20250902,regression,Stock,13,100.0,100.0,100.0,100.0,100.0,0.0
measured,false,30,20250902,regression,Stock,14,100.0,100.0,100.0,100.0,100.0,0.0
measured,false,30,20250902,regression,Stock,15,100.0,100.0,100.0,100.0,100.0,0.0
measured,false,30,20250902,regression,Stock,16,100.0,100.0,100.0,100.0,100.0,0.0
measured,false,30,20250902,regression,Stock,17,100.0,100.0,100.0,100.0,100.0,0.0
measured,false,30,20250902,regression,Stock,18,100.0,100.0,100.0,100.0,100.0,0.0
measured,false,30,20250902,regression,Stock,19,100.0,100.0,100.0,100.0,100.0,0.0
measured,false,30,20250902,regression,Stock,20,100.0,100.0,100.0,100.0,100.0,0.0
measured,false,30,20250902,regression,Stock,21,100.0,100.0,100.0,100.0,100.0,0.0
measured,false,30,20250902,regression,Stock,22,100.0,100.0,100.0,100.0,100.0,0.0
measured,false,30,20250902,regression,Stock,23,100.0,100.0,100.0,100.0,100.0,0.0
measured,false,30,20250902,regression,Stock,24,100.0,100.0,100.0,100.0,100.0,0.0
measured,false,30,20250902,regression,Stock,25,100.0,100.0,100.0,100.0,100.0,0.0
measured,false,30,20250902,regression,Stock,26,100.0,100.0,100.0,100.0,100.0,0.0
measured,false,30,20250902,regression,Stock,27,100.0,100.0,100.0,100.0,100.0,0.0
measured,false,30,20250902,regression,Stock,28,100.0,100.0,100.0,100.0,100.0,0.0
measured,false,30,20250902,regression,Stock,29,100.0,100.0,100.0,100.0,100.0,0.0
measured,false,30,20250902,regression,Stock,30,100.0,100.0,100.0,100.0,100.0,0.0
measured,false,30,20250902,regression,Static-G,1,107.112,95.838,120.955,157.807,121.025,0.0
measured,false,30,20250902,regression,Static-G,2,106.976,107.739,109.083,150.835,113.23,0.0
measured,false,30,20250902,regression,Static-G,3,105.006,104.911,100.035,165.493,128.744,0.0
measured,false,30,20250902,regression,Static-G,4,103.287,102.745,112.68,165.317,119.572,0.0
measured,false,30,20250902,regression,Static-G,5,103.812,106.226,115.252,131.542,126.442,0.0
measured,false,30,20250902,regression,Static-G,6,103.445,101.668,101.569,156.632,121.378,0.0
measured,false,30,20250902,regression,Static-G,7,100.12,100.807,109.747,151.265,119.642,0.0
measured,false,30,20250902,regression,Static-G,8,104.733,96.386,112.847,139.682,119.803,0.0
measured,false,30,20250902,regression,Static-G,9,103.36,103.844,110.743,176.255,123.981,0.0
measured,false,30,20250902,regression,Static-G,10,105.5,110.605,104.62,170.787,120.953,0.0
measured,false,30,20250902,regression,Static-G,11,108.437,100.895,109.742,159.011,114.11,0.0
measured,false,30,20250902,regression,Static-G,12,106.425,106.046,110.301,162.234,120.133,0.0
measured,false,30,20250902,regression,Static-G,13,105.347,106.456,105.64,138.092,125.995,0.0
measured,false,30,20250902,regression,Static-G,14,103.711,109.805,101.107,157.262,113.234,0.0
measured,false,30,20250902,regression,Static-G,15,105.443,104.353,111.742,144.33,118.47,0.0
measured,false,30,20250902,regression,Static-G,16,105.37,100.758,112.632,168.71,119.854,0.0
measured,false,30,20250902,regression,Static-G,17,104.434,105.911,108.68,179.757,124.436,0.0
measured,false,30,20250902,regression,Static-G,18,109.262,99.411,99.337,150.896,118.916,0.0
measured,false,30,20250902,regression,Static-G,19,104.149,103.993,111.026,158.001,121.424,0.0
measured,false,30,20250902,regression,Static-G,20,102.047,104.724,108.472,156.708,122.506,0.0
measured,false,30,20250902,regression,Static-G,21,104.682,111.326,112.244,165.349,115.565,0.0
measured,false,30,20250902,regression,Static-G,22,104.06,106.943,107.464,162.151,133.42,0.0
measured,false,30,20250902,regression,Static-G,23,109.694,107.66,101.725,151.385,116.875,0.0
measured,false,30,20250902,regression,Static-G,24,106.317,108.231,108.245,164.347,126.268,0.0
measured,false,30,20250902,regression,Static-G,25,106.843,99.62,113.662,145.274,120.539,0.0
measured,false,30,20250902,regression,Static-G,26,103.823,108.627,122.188,158.448,124.879,0.0
measured,false,30,20250902,regression,Static-G,27,107.294,109.249,108.703,173.139,130.389,0.0
measured,false,30,20250902,regression,Static-G,28,101.319,100.883,108.124,161.245,121.85,0.0
measured,false,30,20250902,regression,Static-G,29,109.71,99.596,108.857,157.26,115.443,0.0
measured,false,30,20250902,regression,Static-G,30,99.966,96.859,124.911,144.383,123.697,0.0
measured,false,30,20250902,regression,Static-GI,1,104.789,101.789,125.488,163.544,126.59,0.0
measured,false,30,20250902,regression,Static-GI,2,105.285,103.17,115.432,155.317,114.617,0.0
measured,false,30,20250902,regression,Static-GI,3,101.831,107.363,105.933,173.175,122.083,0.0
measured,false,30,20250902,regression,Static-GI,4,103.713,98.332,118.635,166.624,122.983,0.0
measured,false,30,20250902,regression,Static-GI,5,103.885,114.004,107.545,164.412,114.345,0.0
measured,false,30,20250902,regression,Static-GI,6,100.722,102.231,109.724,171.496,117.935,0.0
measured,false,30,20250902,regression,Static-GI,7,105.469,106.306,110.314,157.115,121.711,0.0
measured,false,30,20250902,regression,Static-GI,8,103.206,104.198,113.849,148.896,123.951,0.0
measured,false,30,20250902,regression,Static-GI,9,104.238,103.23,113.141,166.461,124.635,0.0
measured,false,30,20250902,regression,Static-GI,10,107.474,111.214,102.703,163.373,109.014,0.0
measured,false,30,20250902,regression,Static-GI,11,104.764,99.698,105.425,154.843,116.044,0.0
measured,false,30,20250902,regression,Static-GI,12,107.362,104.747,106.269,176.548,114.839,0.0
measured,false,30,20250902,regression,Static-GI,13,105.402,107.162,107.977,155.464,120.405,0.0
measured,false,30,20250902,regression,Static-GI,14,104.407,107.228,101.621,160.349,118.917,0.0
measured,false,30,20250902,regression,Static-GI,15,103.695,103.803,110.782,152.02,111.752,0.0
measured,false,30,20250902,regression,Static-GI,16,106.546,104.118,106.179,171.302,120.172,0.0
measured,false,30,20250902,regression,Static-GI,17,99.397,109.161,112.235,160.567,119.211,0.0
measured,false,30,20250902,regression,Static-GI,18,109.655,100.402,106.116,158.837,121.231,0.0
measured,false,30,20250902,regression,Static-GI,19,103.959,105.532,108.3,172.629,115.929,0.0
measured,false,30,20250902,regression,Static-GI,20,101.31,104.698,106.495,171.396,113.861,0.0
measured,false,30,20250902,regression,Static-GI,21,104.782,109.013,110.442,153.323,117.08,0.0
measured,false,30,20250902,regression,Static-GI,22,110.865,108.819,104.703,158.688,119.948,0.0
measured,false,30,20250902,regression,Static-GI,23,105.345,111.924,106.889,175.063,128.039,0.0
measured,false,30,20250902,regression,Static-GI,24,111.358,107.199,97.184,153.153,116.338,0.0
measured,false,30,20250902,regression,Static-GI,25,107.989,101.16,108.931,161.502,116.214,0.0
measured,false,30,20250902,regression,Static-GI,26,104.651,101.75,123.216,161.93,130.381,0.0
measured,false,30,20250902,regression,Static-GI,27,109.183,106.236,107.486,186.056,123.765,0.0
measured,false,30,20250902,regression,Static-GI,28,99.343,111.483,118.482,168.665,115.091,0.0
measured,false,30,20250902,regression,Static-GI,29,109.735,104.42,107.485,151.846,114.951,0.0
measured,false,30,20250902,regression,Static-GI,30,101.708,101.076,132.853,162.705,122.26,0.0
measured,false,30,20250902,regression,Static-GIR,1,105.789,108.205,125.097,166.294,135.992,0.0
measured,false,30,20250902,regression,Static-GIR,2,105.209,101.405,106.822,145.402,123.673,0.0
measured,false,30,20250902,regression,Static-GIR,3,100.633,102.557,100.363,172.007,119.473,0.0
measured,false,30,20250902,regression,Static-GIR,4,99.788,97.811,112.769,193.079,113.738,0.0
measured,false,30,20250902,regression,Static-GIR,5,105.305,105.47,112.189,142.155,119.811,0.0
measured,false,30,20250902,regression,Static-GIR,6,99.687,101.394,98.328,170.094,122.975,0.0
measured,false,30,20250902,regression,Static-GIR,7,103.441,100.638,120.877,152.201,125.85,0.0
measured,false,30,20250902,regression,Static-GIR,8,105.321,104.529,100.942,142.7,121.043,0.0
measured,false,30,20250902,regression,Static-GIR,9,105.798,100.761,108.21,166.666,130.467,0.0
measured,false,30,20250902,regression,Static-GIR,10,109.678,114.468,109.001,154.932,115.209,0.0
measured,false,30,20250902,regression,Static-GIR,11,102.46,101.746,105.035,161.788,117.867,0.0
measured,false,30,20250902,regression,Static-GIR,12,106.514,105.835,108.036,154.209,113.089,0.0
measured,false,30,20250902,regression,Static-GIR,13,108.194,108.926,105.023,146.624,122.518,0.0
measured,false,30,20250902,regression,Static-GIR,14,102.747,107.997,95.453,148.114,113.71,0.0
measured,false,30,20250902,regression,Static-GIR,15,103.184,101.931,106.929,147.562,112.812,0.0
measured,false,30,20250902,regression,Static-GIR,16,99.495,108.177,111.311,171.222,122.312,0.0
measured,false,30,20250902,regression,Static-GIR,17,106.733,108.43,105.527,170.391,123.698,0.0
measured,false,30,20250902,regression,Static-GIR,18,103.841,102.777,104.627,159.219,123.566,0.0
measured,false,30,20250902,regression,Static-GIR,19,104.261,109.197,105.665,168.499,116.355,0.0
measured,false,30,20250902,regression,Static-GIR,20,105.567,105.644,117.039,148.71,116.521,0.0
measured,false,30,20250902,regression,Static-GIR,21,109.578,106.691,105.429,173.361,114.902,0.0
measured,false,30,20250902,regression,Static-GIR,22,107.127,108.665,105.824,153.876,124.27,0.0
measured,false,30,20250902,regression,Static-GIR,23,106.011,109.441,102.814,161.008,116.209,0.0
measured,false,30,20250902,regression,Static-GIR,24,104.399,109.977,97.521,158.329,122.603,0.0
measured,false,30,20250902,regression,Static-GIR,25,109.195,110.33,112.813,147.436,116.445,0.0
measured,false,30,20250902,regression,Static-GIR,26,103.528,105.335,114.142,143.542,123.5,0.0
measured,false,30,20250902,regression,Static-GIR,27,105.107,103.933,99.197,187.542,131.734,0.0
measured,false,30,20250902,regression,Static-GIR,28,104.039,103.581,114.408,166.221,118.514,0.0
measured,false,30,20250902,regression,Static-GIR,29,113.563,106.279,112.656,158.603,115.162,0.0
measured,false,30,20250902,regression,Static-GIR,30,104.445,104.691,118.524,146.453,124.615,0.0
measured,false,30,20250902,regression,Threshold-GIR,1,102.216,104.017,115.752,168.761,124.609,0.9363
measured,false,30,20250902,regression,Threshold-GIR,2,107.67,103.817,109.439,142.431,120.807,1.0497
measured,false,30,20250902,regression,Threshold-GIR,3,103.127,100.544,104.303,160.803,118.203,1.0445
measured,false,30,20250902,regression,Threshold-GIR,4,104.74,103.663,111.876,181.662,119.331,0.9892
measured,false,30,20250902,regression,Threshold-GIR,5,105.905,108.019,117.557,149.239,127.958,0.9607
measured,false,30,20250902,regression,Threshold-GIR,6,101.585,100.046,106.921,160.203,122.526,1.0458
measured,false,30,20250902,regression,Threshold-GIR,7,100.635,102.924,107.738,140.509,123.087,1.0527
measured,false,30,20250902,regression,Threshold-GIR,8,102.423,105.655,101.858,149.005,118.145,1.0287
