data_status,synthetic,n,simulation_seed,scenario,platform_scenario,treatment,metric,mean,stddev,ci95_low,ci95_high,unit
measured_summary,false,30,20250902,regression,ARM64-scenario,Static-GI,fault_rate_s,161.6462,12.9403,156.8142,166.4781,faults/s
measured_summary,false,30,20250902,regression,ARM64-scenario,Static-GI,input_p99_ms,94.2881,3.6382,92.9296,95.6467,ms
measured_summary,false,30,20250902,regression,ARM64-scenario,Static-GI,controller_cpu_pct,0.0,0.0,0.0,0.0,percent
measured_summary,false,30,20250902,regression,ARM32-scenario,Static-GIR,peak_pss_mb,252.4281,7.6311,249.5786,255.2776,MiB
measured_summary,false,30,20250902,regression,ARM32-scenario,Static-GIR,allocation_rate_mb_s,41.9589,1.9214,41.2414,42.6764,MiB/s
measured_summary,false,30,20250902,regression,ARM32-scenario,Static-GIR,gc_p99_ms,54.1981,3.6294,52.8429,55.5534,ms
measured_summary,false,30,20250902,regression,ARM32-scenario,Static-GIR,fault_rate_s,125.3374,8.3146,122.2327,128.4421,faults/s
measured_summary,false,30,20250902,regression,ARM32-scenario,Static-GIR,input_p99_ms,120.2499,5.7196,118.1142,122.3857,ms
measured_summary,false,30,20250902,regression,ARM32-scenario,Static-GIR,controller_cpu_pct,0.0,0.0,0.0,0.0,percent
measured_summary,false,30,20250902,regression,ARM64-scenario,Static-GIR,peak_pss_mb,335.5389,11.5827,331.2138,339.864,MiB
measured_summary,false,30,20250902,regression,ARM64-scenario,Static-GIR,allocation_rate_mb_s,50.9039,2.181,50.0895,51.7183,MiB/s
measured_summary,false,30,20250902,regression,ARM64-scenario,Static-GIR,gc_p99_ms,43.4459,2.442,42.5341,44.3578,ms
measured_summary,false,30,20250902,regression,ARM64-scenario,Static-GIR,fault_rate_s,157.9494,10.8342,153.9038,161.995,faults/s
measured_summary,false,30,20250902,regression,ARM64-scenario,Static-GIR,input_p99_ms,95.2564,3.8312,93.8258,96.687,ms
measured_summary,false,30,20250902,regression,ARM64-scenario,Static-GIR,controller_cpu_pct,0.0,0.0,0.0,0.0,percent
measured_summary,false,30,20250902,regression,ARM32-scenario,Threshold-GIR,peak_pss_mb,251.9338,5.8728,249.7408,254.1268,MiB
measured_summary,false,30,20250902,regression,ARM32-scenario,Threshold-GIR,allocation_rate_mb_s,41.8863,1.3981,41.3643,42.4084,MiB/s
measured_summary,false,30,20250902,regression,ARM32-scenario,Threshold-GIR,gc_p99_ms,54.7911,2.8642,53.7216,55.8606,ms
measured_summary,false,30,20250902,regression,ARM32-scenario,Threshold-GIR,fault_rate_s,126.8974,7.4139,124.129,129.6658,faults/s
measured_summary,false,30,20250902,regression,ARM32-scenario,Threshold-GIR,input_p99_ms,118.5309,5.0819,116.6333,120.4285,ms
measured_summary,false,30,20250902,regression,ARM32-scenario,Threshold-GIR,controller_cpu_pct,1.0081,0.0724,0.981,1.0351,percent
measured_summary,false,30,20250902,regression,ARM64-scenario,Threshold-GIR,peak_pss_mb,335.3511,8.0544,332.3435,338.3586,MiB
measured_summary,false,30,20250902,regression,ARM64-scenario,Threshold-GIR,allocation_rate_mb_s,50.2363,1.2549,49.7677,50.7048,MiB/s
measured_summary,false,30,20250902,regression,ARM64-scenario,Threshold-GIR,gc_p99_ms,43.5306,2.0482,42.7658,44.2954,ms
measured_summary,false,30,20250902,regression,ARM64-scenario,Threshold-GIR,fault_rate_s,157.117,11.441,152.8448,161.3891,faults/s
measured_summary,false,30,20250902,regression,ARM64-scenario,Threshold-GIR,input_p99_ms,95.9953,5.6677,93.8789,98.1116,ms
measured_summary,false,30,20250902,regression,ARM64-scenario,Threshold-GIR,controller_cpu_pct,1.003,0.0855,0.971,1.0349,percent
measured_summary,false,30,20250902,regression,ARM32-scenario,EWMA-GIR,peak_pss_mb,252.4033,4.8846,250.5794,254.2272,MiB
measured_summary,false,30,20250902,regression,ARM32-scenario,EWMA-GIR,allocation_rate_mb_s,41.9855,1.2873,41.5048,42.4662,MiB/s
measured_summary,false,30,20250902,regression,ARM32-scenario,EWMA-GIR,gc_p99_ms,54.2524,3.945,52.7793,55.7255,ms
measured_summary,false,30,20250902,regression,ARM32-scenario,EWMA-GIR,fault_rate_s,128.026,7.8611,125.0906,130.9614,faults/s
measured_summary,false,30,20250902,regression,ARM32-scenario,EWMA-GIR,input_p99_ms,118.0853,6.8784,115.5169,120.6537,ms
measured_summary,false,30,20250902,regression,ARM32-scenario,EWMA-GIR,controller_cpu_pct,1.3635,0.0947,1.3281,1.3988,percent
measured_summary,false,30,20250902,regression,ARM64-scenario,EWMA-GIR,peak_pss_mb,336.13,8.6312,332.907,339.3529,MiB
measured_summary,false,30,20250902,regression,ARM64-scenario,EWMA-GIR,allocation_rate_mb_s,50.6775,1.8423,49.9896,51.3655,MiB/s
measured_summary,false,30,20250902,regression,ARM64-scenario,EWMA-GIR,gc_p99_ms,43.6892,3.1016,42.5311,44.8474,ms
measured_summary,false,30,20250902,regression,ARM64-scenario,EWMA-GIR,fault_rate_s,156.7726,8.1875,153.7154,159.8299,faults/s
measured_summary,false,30,20250902,regression,ARM64-scenario,EWMA-GIR,input_p99_ms,95.3324,3.5328,94.0132,96.6516,ms
measured_summary,false,30,20250902,regression,ARM64-scenario,EWMA-GIR,controller_cpu_pct,1.3655,0.1021,1.3274,1.4037,percent
measured_summary,false,30,20250902,regression,ARM32-scenario,Ridge-GIR,peak_pss_mb,249.7729,5.1902,247.8349,251.711,MiB
measured_summary,false,30,20250902,regression,ARM32-scenario,Ridge-GIR,allocation_rate_mb_s,41.6598,1.2721,41.1847,42.1348,MiB/s
measured_summary,false,30,20250902,regression,ARM32-scenario,Ridge-GIR,gc_p99_ms,55.5995,3.0701,54.4531,56.7459,ms
measured_summary,false,30,20250902,regression,ARM32-scenario,Ridge-GIR,fault_rate_s,126.531,9.2795,123.066,129.996,faults/s
measured_summary,false,30,20250902,regression,ARM32-scenario,Ridge-GIR,input_p99_ms,119.4976,5.5261,117.4341,121.5611,ms
measured_summary,false,30,20250902,regression,ARM32-scenario,Ridge-GIR,controller_cpu_pct,2.1734,0.1736,2.1085,2.2382,percent
measured_summary,false,30,20250902,regression,ARM64-scenario,Ridge-GIR,peak_pss_mb,336.7909,8.3435,333.6754,339.9064,MiB
measured_summary,false,30,20250902,regression,ARM64-scenario,Ridge-GIR,allocation_rate_mb_s,50.508,1.7742,49.8455,51.1705,MiB/s
measured_summary,false,30,20250902,regression,ARM64-scenario,Ridge-GIR,gc_p99_ms,44.5007,3.1445,43.3266,45.6749,ms
measured_summary,false,30,20250902,regression,ARM64-scenario,Ridge-GIR,fault_rate_s,160.4162,8.8593,157.1081,163.7243,faults/s
measured_summary,false,30,20250902,regression,ARM64-scenario,Ridge-GIR,input_p99_ms,95.8961,5.3302,93.9058,97.8865,ms
measured_summary,false,30,20250902,regression,ARM64-scenario,Ridge-GIR,controller_cpu_pct,2.2274,0.2131,2.1478,2.307,percent
